#plate-ifu   agc   sep   dv   mhi   mhilim200   rms
8144-3703       171688       7.81689       25.8229       8.70000       -1.0000000       2.43245
8144-3704           -1      -1.00000      -1.00000      -1.00000        9.6749005       2.59126
8144-6101       721216       5.57129       16.9703       9.26000       -1.0000000       2.54109
8144-6102           -1      -1.00000      -1.00000      -1.00000        9.4987344       2.35683
8144-6103           -1      -1.00000      -1.00000      -1.00000        10.103642       3.84678
8144-6104           -1      -1.00000      -1.00000      -1.00000        10.235084       3.04171
8144-9101           -1      -1.00000      -1.00000      -1.00000        8.8164844       3.03703
8144-9102           -1      -1.00000      -1.00000      -1.00000        9.0813950       2.50433
8145-12701       171360       20.2372       12.8697       9.88000       -1.0000000       2.75327
8145-12702           -1      -1.00000      -1.00000      -1.00000        10.482813       3.10510
8145-12703       170358       26.1322       2.33416       9.46000       -1.0000000       2.78182
8145-12704       170842       11.5656      0.184340       9.49000       -1.0000000       2.31087
8145-12705       170349       12.0822       10.8353       9.45000       -1.0000000       2.39357
8145-1901       170236       18.1645       98.5761       9.52000       -1.0000000       2.41423
8145-1902       170502       119.060       47.0883       9.16000       -1.0000000       2.63102
8145-3701       731297       46.1280       9.08602       8.89000       -1.0000000       2.44796
8145-3702       170223       10.1908       18.7729       9.20000       -1.0000000       2.44191
8145-3703           -1      -1.00000      -1.00000      -1.00000        8.8222144       2.96281
8145-3704           -1      -1.00000      -1.00000      -1.00000        9.1889521       2.35225
8145-6101       170862       3.33867       65.2053       9.43000       -1.0000000       2.39511
8145-6102           -1      -1.00000      -1.00000      -1.00000        8.6971696       2.32391
8145-6103       731278       2.49567      0.567440       9.61000       -1.0000000       2.51960
8145-6104           -1      -1.00000      -1.00000      -1.00000        9.5437874       2.55617
8145-9101           -1      -1.00000      -1.00000      -1.00000        9.1745469       2.47288
8145-9102       171778       19.7662       3.44632       9.34000       -1.0000000       2.40704
8146-12701       170885       38.9004       14.1696       9.62000       -1.0000000       2.46211
8146-12702           -1      -1.00000      -1.00000      -1.00000        9.9939354       2.91215
8146-12703           -1      -1.00000      -1.00000      -1.00000        9.8405834       2.61023
8146-12704           -1      -1.00000      -1.00000      -1.00000        10.021503       3.08017
8146-12705           -1      -1.00000      -1.00000      -1.00000        10.048099       3.18446
8146-1901       170502       109.380       16.4188       9.16000       -1.0000000       2.63738
8146-1902       731305       21.0938       44.7945       9.48000       -1.0000000       2.78719
8146-3701           -1      -1.00000      -1.00000      -1.00000        9.1624915       2.51584
8146-3702           -1      -1.00000      -1.00000      -1.00000        9.5150612       2.41690
8146-3703           -1      -1.00000      -1.00000      -1.00000        10.010886       2.96962
8146-3704           -1      -1.00000      -1.00000      -1.00000        9.9900854       3.05290
8146-6101           -1      -1.00000      -1.00000      -1.00000        9.1902211       2.34917
8146-6102           -1      -1.00000      -1.00000      -1.00000        10.166645       2.98474
8146-6103       171750       25.3854       26.0476       9.26000       -1.0000000       2.43312
8146-6104           -1      -1.00000      -1.00000      -1.00000        10.683222       2.73103
8146-9101       174809       30.5367      0.383600       9.74000       -1.0000000       2.76184
8146-9102           -1      -1.00000      -1.00000      -1.00000        9.8068025       2.70381
8147-12701       171790       30.2658       5.00152       9.40000       -1.0000000       2.36690
8147-12702           -1      -1.00000      -1.00000      -1.00000        10.334816       2.77005
8147-12703       170942       15.7398       32.8337       9.93000       -1.0000000       2.50806
8147-12704       172071       71.1804       15.5755       8.97000       -1.0000000       2.30221
8147-12705         4061       6.74499       5.94622       10.1100       -1.0000000       2.49292
8147-1901       731269       20.7866       12.3346       9.23000       -1.0000000       2.41017
8147-1902           -1      -1.00000      -1.00000      -1.00000        8.7115060       2.47534
8147-3701           -1      -1.00000      -1.00000      -1.00000        9.0319392       2.34969
8147-3702       731282       11.2940       1.07142       9.01000       -1.0000000       2.38091
8147-3703       749259       17.3301       25.3015       9.38000       -1.0000000       2.31141
8147-3704           -1      -1.00000      -1.00000      -1.00000        9.1758015       2.41041
8147-6101       731284       23.3822       31.0926       8.67000       -1.0000000       2.42038
8147-6102           -1      -1.00000      -1.00000      -1.00000        9.9912484       2.83874
8147-6103           -1      -1.00000      -1.00000      -1.00000        9.9902728       2.97509
8147-6104       172020       91.5189       13.0744       9.04000       -1.0000000       2.38822
8147-9101       170894       30.8800       13.2481       9.81000       -1.0000000       2.41398
8147-9102       172091       41.1610       4.33714       9.21000       -1.0000000       2.36043
8148-12701           -1      -1.00000      -1.00000      -1.00000        10.185316       2.64092
8148-12702           -1      -1.00000      -1.00000      -1.00000        10.066120       2.87189
8148-12703           -1      -1.00000      -1.00000      -1.00000        10.283841       2.73433
8148-12704       172150       34.8136       11.5398       9.25000       -1.0000000       2.34883
8148-12705           -1      -1.00000      -1.00000      -1.00000        10.186340       2.68409
8148-1901           -1      -1.00000      -1.00000      -1.00000        9.2235854       2.55428
8148-1902       170877       83.0015       15.2728       10.0900       -1.0000000       2.71503
8148-3701           -1      -1.00000      -1.00000      -1.00000        10.059580       2.80383
8148-3702           -1      -1.00000      -1.00000      -1.00000        10.010722       2.83219
8148-3703           -1      -1.00000      -1.00000      -1.00000        9.9016210       2.76392
8148-3704           -1      -1.00000      -1.00000      -1.00000        9.0042095       2.28092
8148-6101           -1      -1.00000      -1.00000      -1.00000        10.096511       3.38835
8148-6102       171917       55.9346       67.2640       9.29000       -1.0000000       2.40671
8148-6103       172061       10.6471       14.3301       9.51000       -1.0000000       2.59032
8148-6104       172142       15.8254       3.98512       9.68000       -1.0000000       2.41788
8148-9101       170479       35.0565       23.5887       9.73000       -1.0000000       2.38817
8148-9102       170908       41.3736       5.82298       9.71000       -1.0000000       2.31771
8149-12701       182663       12.2582       46.5094       9.90000       -1.0000000       2.80850
8149-12702       172205       9.31508       3.34084       10.2000       -1.0000000       2.61510
8149-12703           -1      -1.00000      -1.00000      -1.00000        9.7125091       2.77672
8149-12704           -1      -1.00000      -1.00000      -1.00000        9.1725442       2.42741
8149-12705           -1      -1.00000      -1.00000      -1.00000        9.6982502       2.60664
8149-1901           -1      -1.00000      -1.00000      -1.00000        8.7753615       2.36511
8149-1902           -1      -1.00000      -1.00000      -1.00000        8.9716722       2.21969
8149-3701           -1      -1.00000      -1.00000      -1.00000        8.9267938       2.37278
8149-3702           -1      -1.00000      -1.00000      -1.00000        9.5752222       2.59855
8149-3703           -1      -1.00000      -1.00000      -1.00000        9.1945696       2.53810
8149-3704         4160       5.70968       10.0589       9.49000       -1.0000000       2.34077
8149-6101       182727       32.2094       5.39572       9.52000       -1.0000000       2.44598
8149-6102       172251       59.0020       10.5027       9.18000       -1.0000000       2.42307
8149-6103       172142       102.482       143.362       9.68000       -1.0000000       2.42849
8149-6104       182798       18.8821       14.7468       9.64000       -1.0000000       2.55361
8149-9101       172062       12.8814       24.1475       8.83000       -1.0000000       2.36264
8149-9102           -1      -1.00000      -1.00000      -1.00000        9.0093354       2.49498
