plateifu,stellar_pa,halpha_pa,pa_offset,stel_qual,stel_feature,halpha_qual,halpha_feature,halpha_notes
8442-12705,88,85.5,2.5,2,0,2,0,0
8442-1901,56,268,148,2,0,2,0,0
8442-3702,143.5,153,9.5,2,0,2,0,0
8442-3704,292,293,1,2,0,2,0,0
8442-6101,222.5,220,2.5,2,0,2,0,0
8442-6102,86,94,8,2,0,2,0,0
8442-6103,358.5,1,2.5,2,0,2,0,0
8442-9102,194.5,198.5,4,2,0,2,0,0
8443-12702,47,47.5,0.5,2,0,2,0,0
8443-12703,119,120,1,2,0,2,0,0
8443-12704,186,187.5,1.5,2,0,2,0,0
8443-12705,51,51.5,0.5,2,0,2,0,0
8443-1902,267,93,174,2,0,2,0,0
8443-3701,91,107.5,16.5,2,0,2,0,0
8443-3702,285.5,287,1.5,2,0,2,0,0
8443-6101,67,216,149,2,0,2,0,0
8443-6102,309,316,7,2,0,2,0,0
8443-6103,332,332,0,2,0,2,0,0
8443-6104,299.5,320,20.5,2,0,2,0,0
8443-9101,48.5,47,1.5,2,0,2,0,0
8443-9102,221.5,223.5,2,2,0,2,0,0
8444-1901,268,263.5,4.5,2,0,2,0,0
8444-1902,255,274.5,19.5,2,0,2,0,0
8444-3701,258.5,75.5,177,2,0,2,0,0
8444-3702,28,31,3,2,0,2,0,0
8444-3704,81,82,1,2,0,2,0,0
8444-6102,31,31.5,0.5,2,0,2,0,0
8444-6104,198.5,198,0.5,2,0,2,0,0
8444-9101,2,359,3,2,0,2,0,0
8444-9102,270.5,271,0.5,2,0,2,0,0
8445-12701,153,153,0,2,0,2,0,0
8445-12702,228,225.5,2.5,2,0,2,0,0
8445-12704,8.5,12.5,4,2,0,2,0,0
8445-12705,269.5,263.5,6,2,0,2,0,0
8445-1902,237.5,229.5,8,2,0,2,0,0
8445-3701,81,80.5,0.5,2,0,2,0,0
8445-3702,161,148,13,2,0,2,0,0
8445-6103,50,49.5,0.5,2,0,2,0,0
8445-9101,145,143.5,1.5,2,0,2,0,0
8445-9102,53.5,57,3.5,2,0,2,0,0
8446-12701,256,257,1,2,0,2,0,0
8446-12702,115,103.5,11.5,2,0,2,0,0
8446-12703,216,218.5,2.5,2,0,2,0,0
8446-12704,16.5,14.5,2,2,0,2,0,0
8446-12705,115,124,9,2,0,2,0,0
8446-1902,62.5,249.5,173,2,0,2,0,0
8446-3701,326.5,342,15.5,2,0,2,0,0
8446-3703,251.5,259.5,8,2,0,2,0,0
8446-3704,92,91.5,0.5,2,0,2,0,0
8446-9101,10.5,11,0.5,2,0,2,0,0
8447-1902,280.5,185,95.5,2,0,2,0,0
8447-3701,355.5,356.5,1,2,0,2,0,0
8447-3704,237,234,3,2,0,2,0,0
8447-6101,356,3,7,2,0,2,0,0
8447-6103,324,257,67,2,0,2,0,0
8448-12702,146.5,148,1.5,2,0,2,0,0
8448-12703,230,231,1,2,0,2,0,0
8448-12704,316.5,325,8.5,2,0,2,0,0
8448-3701,343.5,129.5,146,2,0,2,0,0
8448-3702,25.5,20.5,5,2,0,2,0,0
8448-3703,323,302,21,2,0,2,0,0
8448-6102,112,120,8,2,0,2,0,0
8448-6103,326,327.5,1.5,2,0,2,0,0
8448-6104,76,77.5,1.5,2,0,2,0,0
8448-9101,80.5,86.5,6,2,0,2,0,0
8449-12702,90.5,89,1.5,2,0,2,0,0
8449-12703,53,45.5,7.5,2,0,2,0,0
8449-12704,275,269,6,2,0,2,0,0
8449-12705,136,135.5,0.5,2,0,2,0,0
8449-3701,52,45,7,2,0,2,0,0
8449-6103,200.5,204.5,4,2,0,2,0,0
8449-9102,230,224.5,5.5,2,0,2,0,0
8450-12701,226,233.5,7.5,2,0,2,0,0
8450-12702,323.5,340.5,17,2,0,2,0,0
8450-12703,120.5,118.5,2,2,0,2,0,0
8450-12704,285.5,282.5,3,2,0,2,0,0
8450-12705,128.5,129.5,1,2,0,2,0,0
8450-1902,197,197.5,0.5,2,0,2,0,0
8450-3703,319.5,323,3.5,2,0,2,0,0
8450-6101,324,327.5,3.5,2,0,2,0,0
8450-6102,354.5,351.5,3,2,0,2,0,0
8450-6103,173,172.5,0.5,2,0,2,0,0
8450-6104,102.5,93,9.5,2,0,2,0,0
8450-9101,289.5,288.5,1,2,0,2,0,0
8450-9102,182,191,9,2,0,2,0,0
8451-12702,314.5,108,153.5,2,0,2,0,0
8451-12704,307.5,307.5,0,2,0,2,0,0
8451-12705,50,50,0,2,0,2,0,0
8451-3701,221.5,222.5,1,2,0,2,0,0
8451-3702,15.5,37.5,22,2,0,2,0,0
8451-6101,130.5,132.5,2,2,0,2,0,0
8452-12702,237,252,15,2,0,2,0,0
8452-12703,67.5,66,1.5,2,0,2,0,0
8452-12705,267,257,10,2,0,2,0,0
8452-1901,35,55.5,20.5,2,0,2,0,0
8452-1902,16.5,18.5,2,2,0,2,0,0
8452-3703,279.5,282.5,3,2,0,2,0,0
8452-3704,256,253.5,2.5,2,0,2,0,0
8452-6101,73,76.5,3.5,2,0,2,0,0
8452-6102,304.5,299,5.5,2,0,2,0,0
8452-9102,122,118.5,3.5,2,0,2,0,0
8453-12701,287,285.5,1.5,2,0,2,0,0
8453-12703,147.5,149,1.5,2,0,2,0,0
8453-12705,154,152.5,1.5,2,0,2,0,0
8453-1902,229.5,230,0.5,2,0,2,0,0
8453-3702,3.5,2,1.5,2,0,2,0,0
8453-6101,213,220.5,7.5,2,0,2,0,0
8453-9102,258.5,258,0.5,2,0,2,0,0
8454-12702,242,240,2,2,0,2,0,0
8454-12703,189.5,189.5,0,2,0,2,0,0
8454-3701,153,158,5,2,0,2,0,0
8454-3702,347,350.5,3.5,2,0,2,0,0
8454-6101,88.5,87.5,1,2,0,2,0,0
8454-6104,1,2,1,2,0,2,0,0
8454-9102,15,14.5,0.5,2,0,2,0,0
8455-12701,215.5,230,14.5,2,0,2,0,0
8455-3701,350.5,349,1.5,2,0,2,0,0
8455-3702,280,281,1,2,0,2,0,0
8455-6101,254.5,254.5,0,2,0,2,0,0
8455-6102,129,115.5,13.5,2,0,2,0,0
8455-9101,152,174.5,22.5,2,0,2,0,0
8456-12703,251.5,254.5,3,2,0,2,0,0
8456-12704,240.5,248.5,8,2,0,2,0,0
8456-12705,33,23.5,9.5,2,0,2,0,0
8456-1902,120.5,217.5,97,2,0,2,0,0
8456-3704,348.5,169,179.5,2,0,2,0,0
8456-6101,310,314,4,2,0,2,0,0
8456-6102,97,93.5,3.5,2,0,2,0,0
8456-9102,237.5,233,4.5,2,0,2,0,0
8458-12702,250,252.5,2.5,2,0,2,0,0
8458-12704,18.5,16.5,2,2,0,2,0,0
8458-12705,234,236.5,2.5,2,0,2,0,0
8458-3701,24,173,149,2,0,2,0,0
8458-3702,72,74,2,2,0,2,0,0
8458-3703,161,153,8,2,0,2,0,0
8458-3704,330.5,337,6.5,2,0,2,0,0
8458-6104,239.5,252,12.5,2,0,2,0,0
8459-12702,143,157,14,2,0,2,0,0
8459-12703,303,309.5,6.5,2,0,2,0,0
8459-12704,140,143.5,3.5,2,0,2,0,0
8459-12705,342,342.5,0.5,2,0,2,0,0
8459-1901,260.5,264,3.5,2,0,2,0,0
8459-3702,106,103.5,2.5,2,0,2,0,0
8459-3703,35,28.5,6.5,2,0,2,0,0
8459-3704,86,100,14,2,0,2,0,0
8459-6101,75.5,72,3.5,2,0,2,0,0
8459-9102,136,150,14,2,0,2,0,0
8461-12704,307.5,303,4.5,2,0,2,0,0
8461-12705,191.5,184.5,7,2,0,2,0,0
8461-6101,46,51,5,2,0,2,0,0
8461-6102,91.5,85.5,6,2,0,2,0,0
8461-6103,331.5,341,9.5,2,0,2,0,0
8462-12701,238.5,230.5,8,2,0,2,0,0
8462-12703,202,200,2,2,0,2,0,0
8462-12705,344,343.5,0.5,2,0,2,0,0
8462-3701,115.5,115,0.5,2,0,2,0,0
8462-3703,268,278,10,2,0,2,0,0
8462-6101,241,243,2,2,0,2,0,0
8462-6104,143.5,140,3.5,2,0,2,0,0
8462-9101,37,35,2,2,0,2,0,0
8462-9102,318.5,319,0.5,2,0,2,0,0
8464-12701,89,89.5,0.5,2,0,2,0,0
8464-12703,39,46.5,7.5,2,0,2,0,0
8464-12704,140.5,147.5,7,2,0,2,0,0
8464-1902,160.5,176,15.5,2,0,2,0,0
8464-3701,224,223,1,2,0,2,0,0
8464-3702,300,325,25,2,0,2,0,0
8464-3704,252,254,2,2,0,2,0,0
8464-6102,220.5,216,4.5,2,0,2,0,0
8464-6104,235,231.5,3.5,2,0,2,0,0
8464-9102,113,115,2,2,0,2,0,0
8465-12701,102.5,105,2.5,2,0,2,0,0
8465-12703,280,273,7,2,0,2,0,0
8465-12704,91.5,265.5,174,2,0,2,0,0
8465-12705,48.5,51,2.5,2,0,2,0,0
8465-1901,203,197.5,5.5,2,0,2,0,0
8465-3703,218.5,216,2.5,2,0,2,0,0
8465-6102,264.5,257,7.5,2,0,2,0,0
8465-6103,225.5,224.5,1,2,0,2,0,0
8465-9102,71.5,70.5,1,2,0,2,0,0
8466-12702,320,318.5,1.5,2,0,2,0,0
8466-12704,197,196.5,0.5,2,0,2,0,0
8466-12705,184,188,4,2,0,2,0,0
8466-1901,236.5,140,96.5,2,0,2,0,0
8466-1902,98.5,272,173.5,2,0,2,0,0
8466-3701,224,279.5,55.5,2,0,2,0,0
8466-3702,206.5,214,7.5,2,0,2,0,0
8466-9101,89,87.5,1.5,2,0,2,0,0
8481-12701,325,324.5,0.5,2,0,2,0,0
8481-12702,186,170,16,2,0,2,0,0
8481-12703,59,57.5,1.5,2,0,2,0,0
8481-12704,104,103,1,2,0,2,0,0
8481-1902,117,121,4,2,0,2,0,0
8481-3701,53,63,10,2,0,2,0,0
8482-12701,337.5,351.5,14,2,0,2,0,0
8482-12703,175.5,176,0.5,2,0,2,0,0
8482-12705,117,116.5,0.5,2,0,2,0,0
8482-1902,146.5,145.5,1,2,0,2,0,0
8482-3702,13,14,1,2,0,2,0,0
8482-3703,122,124,2,2,0,2,0,0
8482-3704,104,103.5,0.5,2,0,2,0,0
8482-9101,11,10.5,0.5,2,0,2,0,0
8482-9102,245,242,3,2,0,2,0,0
8483-12705,49,42,7,2,0,2,0,0
8483-1902,212,95,117,2,0,2,0,0
8483-3701,231.5,229,2.5,2,0,2,0,0
8483-3704,165.5,153.5,12,2,0,2,0,0
8483-6101,77,77.5,0.5,2,0,2,0,0
8483-6103,337,343.5,6.5,2,0,2,0,0
8483-9102,202.5,201.5,1,2,0,2,0,0
8484-12702,205.5,204.5,1,2,0,2,0,0
8484-12703,61.5,60.5,1,2,0,2,0,0
8484-12704,117.5,115,2.5,2,0,2,0,0
8484-1901,273,272,1,2,0,2,0,0
8484-1902,340.5,338,2.5,2,0,2,0,0
8484-3701,120.5,120.5,0,2,0,2,0,0
8484-3702,1.5,3.5,2,2,0,2,0,0
8484-3703,18.5,13,5.5,2,0,2,0,0
8484-3704,359,358.5,0.5,2,0,2,0,0
8484-6101,276.5,264.5,12,2,0,2,0,0
8484-6102,225,262.5,37.5,2,0,2,0,0
8484-6103,196.5,192.5,4,2,0,2,0,0
8484-6104,78,94.5,16.5,2,0,2,0,0
8485-1901,3,342,21,2,0,2,0,0
8485-3702,236,239,3,2,0,2,0,0
8485-3704,295,289,6,2,0,2,0,0
8485-6101,188,189.5,1.5,2,0,2,0,0
8485-6102,252,241,11,2,0,2,0,0
8485-6103,266,275,9,2,0,2,0,0
8485-9102,182.5,181.5,1,2,0,2,0,0
8486-12701,309.5,309.5,0,2,0,2,0,0
8486-1901,295.5,85,149.5,2,0,2,0,0
8486-6101,115,111,4,2,0,2,0,0
8486-6102,150.5,154.5,4,2,0,2,0,0
8486-9101,222,236,14,2,0,2,0,0
8486-9102,209.5,201.5,8,2,0,2,0,0
8547-12701,156,159,3,2,0,2,0,0
8547-12704,26,37,11,2,0,2,0,0
8547-1901,17,10,7,2,0,2,0,0
8547-3702,356,348.5,7.5,2,0,2,0,0
8547-3703,254.5,251,3.5,2,0,2,0,0
8547-6102,321.5,319.5,2,2,0,2,0,0
8547-6103,13.5,7,6.5,2,0,2,0,0
8547-9102,227.5,209.5,18,2,0,2,0,0
8548-12701,44,44,0,2,0,2,0,0
8548-12703,247.5,250,2.5,2,0,2,0,0
8548-12704,81.5,99.5,18,2,0,2,0,0
8548-3701,251,259,8,2,0,2,0,0
8548-3702,167,177,10,2,0,2,0,0
8548-3704,95.5,84.5,11,2,0,2,0,0
8548-6102,56,51,5,2,0,2,0,0
8548-6103,50,30.5,19.5,2,0,2,0,0
8548-6104,298,299.5,1.5,2,0,2,0,0
8549-12701,232,235,3,2,0,2,0,0
8549-12702,282.5,278,4.5,2,0,2,0,0
8549-12703,106,110.5,4.5,2,0,2,0,0
8549-12704,252.5,263.5,11,2,0,2,0,0
8549-1901,304.5,299.5,5,2,0,2,0,0
8549-1902,46.5,58,11.5,2,0,2,0,0
8549-3703,214.5,216.5,2,2,0,2,0,0
8549-6102,93,98.5,5.5,2,0,2,0,0
8549-9102,232,234,2,2,0,2,0,0
8550-12701,89.5,88.5,1,2,0,2,0,0
8550-12702,157,149,8,2,0,2,0,0
8550-12704,165.5,166.5,1,2,0,2,0,0
8550-12705,225.5,226,0.5,2,0,2,0,0
8550-3701,79.5,76.5,3,2,0,2,0,0
8550-6103,119.5,118,1.5,2,0,2,0,0
8550-6104,47,46,1,2,0,2,0,0
8550-9102,129.5,130.5,1,2,0,2,0,0
8551-12701,144,142,2,2,0,2,0,0
8551-12702,174,175.5,1.5,2,0,2,0,0
8551-12703,256,257,1,2,0,2,0,0
8551-12704,321,321,0,2,0,2,0,0
8551-12705,220,219,1,2,0,2,0,0
8551-1901,232,137,95,2,0,2,0,0
8551-9102,59,66,7,2,0,2,0,0
8552-12701,352.5,352,0.5,2,0,2,0,0
8552-12703,30.5,30.5,0,2,0,2,0,0
8552-12705,92,86,6,2,0,2,0,0
8552-1902,43,35,8,2,0,2,0,0
8552-3704,72.5,70.5,2,2,0,2,0,0
8552-6102,61.5,66.5,5,2,0,2,0,0
8552-6103,151.5,157.5,6,2,0,2,0,0
8553-12701,46.5,43.5,3,2,0,2,0,0
8553-12702,63.5,59,4.5,2,0,2,0,0
8553-12704,240,236.5,3.5,2,0,2,0,0
8553-12705,241.5,242,0.5,2,0,2,0,0
8553-3703,177.5,179,1.5,2,0,2,0,0
8553-3704,221.5,218,3.5,2,0,2,0,0
8553-9101,64,59,5,2,0,2,0,0
8553-9102,151,149.5,1.5,2,0,2,0,0
8554-12701,48,50,2,2,0,2,0,0
8554-12702,146,136,10,2,0,2,0,0
8554-12703,88.5,71,17.5,2,0,2,0,0
8554-12705,193,194.5,1.5,2,0,2,0,0
8554-1901,225.5,50.5,175,2,0,2,0,0
8554-1902,110,128,18,2,0,2,0,0
8554-3701,250,68,178,2,0,2,0,0
8554-3704,269,256,13,2,0,2,0,0
8554-6104,91.5,96.5,5,2,0,2,0,0
8554-9101,216,224.5,8.5,2,0,2,0,0
8555-12702,178.5,178.5,0,2,0,2,0,0
8555-12703,322.5,324.5,2,2,0,2,0,0
8555-12705,112,111,1,2,0,2,0,0
8555-1901,89,71,18,2,0,2,0,0
8555-1902,104.5,99,5.5,2,0,2,0,0
8555-3701,213.5,194.5,19,2,0,2,0,0
8555-3703,258,260,2,2,0,2,0,0
8555-6102,316.5,322.5,6,2,0,2,0,0
8555-9102,115.5,113.5,2,2,0,2,0,0
8566-12702,183.5,188,4.5,2,0,2,0,0
8566-12704,359,6.5,7.5,2,0,2,0,0
8566-12705,27.5,31.5,4,2,0,2,0,0
8566-3701,63.5,61,2.5,2,0,2,0,0
8566-3703,155,171.5,16.5,2,0,2,0,0
8566-3704,10.5,29.5,19,2,0,2,0,0
8566-6103,60.5,50,10.5,2,0,2,0,0
8567-12701,287,288.5,1.5,2,0,2,0,0
8567-12703,81.5,89,7.5,2,0,2,0,0
8567-12704,62,62,0,2,0,2,0,0
8567-1902,102.5,103.5,1,2,0,2,0,0
8567-3701,115.5,114.5,1,2,0,2,0,0
8567-3702,199,192.5,6.5,2,0,2,0,0
8567-3704,166,259,93,2,0,2,0,0
8567-6101,353.5,349.5,4,2,0,2,0,0
8567-9102,62,64.5,2.5,2,0,2,0,0
8568-12702,336,338,2,2,0,2,0,0
8568-12703,40,44.5,4.5,2,0,2,0,0
8568-12705,77.5,76,1.5,2,0,2,0,0
8568-1901,323,31,68,2,0,2,0,0
8568-3703,125.5,106,19.5,2,0,2,0,0
8568-3704,199.5,202,2.5,2,0,2,0,0
8568-6101,156.5,164.5,8,2,0,2,0,0
8568-6103,160.5,159.5,1,2,0,2,0,0
8568-6104,241,241,0,2,0,2,0,0
8568-9101,172.5,180.5,8,2,0,2,0,0
8588-12701,58.5,58,0.5,2,0,2,0,0
8588-12702,232.5,228.5,4,2,0,2,0,0
8588-12703,236,234,2,2,0,2,0,0
8588-12704,165.5,166,0.5,2,0,2,0,0
8588-12705,322,322,0,2,0,2,0,0
8588-1901,245.5,236,9.5,2,0,2,0,0
8588-1902,36.5,79,42.5,2,0,2,0,0
8588-3702,266.5,265.5,1,2,0,2,0,0
8588-3703,22.5,28.5,6,2,0,2,0,0
8588-6103,93,92,1,2,0,2,0,0
8588-6104,320.5,325,4.5,2,0,2,0,0
8588-9101,68,67,1,2,0,2,0,0
8588-9102,233.5,242,8.5,2,0,2,0,0
8591-12702,146.5,146,0.5,2,0,2,0,0
8591-12703,113.5,116.5,3,2,0,2,0,0
8591-12704,343.5,344,0.5,2,0,2,0,0
8591-12705,155,154.5,0.5,2,0,2,0,0
8591-3703,67,68,1,2,0,2,0,0
8591-6103,247,241,6,2,0,2,0,0
8591-6104,86.5,85.5,1,2,0,2,0,0
8591-9101,65.5,65.5,0,2,0,2,0,0
8591-9102,215,218,3,2,0,2,0,0
8592-12701,59.5,68.5,9,2,0,2,0,0
8592-1902,229.5,349,119.5,2,0,2,0,0
8592-3702,311,239,72,2,0,2,0,0
8592-3703,95.5,107.5,12,2,0,2,0,0
8592-6101,109.5,109,0.5,2,0,2,0,0
8592-6102,168,166,2,2,0,2,0,0
8592-9101,318,319.5,1.5,2,0,2,0,0
8593-12701,322,322.5,0.5,2,0,2,0,0
8593-12702,332,355,23,2,0,2,0,0
8593-12703,258.5,258.5,0,2,0,2,0,0
8593-12704,164.5,166,1.5,2,0,2,0,0
8593-12705,147.5,147.5,0,2,0,2,0,0
8593-6103,106,172.5,66.5,2,0,2,0,0
8593-6104,242,240.5,1.5,2,0,2,0,0
8595-12702,52,51,1,2,0,2,0,0
8595-12705,187,187,0,2,0,2,0,0
8595-3702,318.5,318,0.5,2,0,2,0,0
8595-3704,13,3,10,2,0,2,0,0
8595-6103,112.5,119.5,7,2,0,2,0,0
8595-9102,343.5,328.5,15,2,0,2,0,0
8597-12702,272.5,274.5,2,2,0,2,0,0
8597-12703,167.5,167,0.5,2,0,2,0,0
8597-12704,331.5,329.5,2,2,0,2,0,0
8597-12705,359,359,0,2,0,2,0,0
8597-1901,161.5,97,64.5,2,0,2,0,0
8597-1902,236.5,91.5,145,2,0,2,0,0
8597-3702,64,67.5,3.5,2,0,2,0,0
8597-3704,233.5,128,105.5,2,0,2,0,0
8597-6102,25,29,4,2,0,2,0,0
8597-6103,131,133,2,2,0,2,0,0
8597-6104,282,287.5,5.5,2,0,2,0,0
8600-12701,75.5,75.5,0,2,0,2,0,0
8600-12702,106.5,107,0.5,2,0,2,0,0
8600-12704,72,62.5,9.5,2,0,2,0,0
8600-12705,135.5,134,1.5,2,0,2,0,0
8600-1901,144,147,3,2,0,2,0,0
8600-1902,319.5,138,178.5,2,0,2,0,0
8600-3701,112.5,108.5,4,2,0,2,0,0
8600-3703,51.5,42,9.5,2,0,2,0,0
8600-3704,153,151.5,1.5,2,0,2,0,0
8600-6102,63,54.5,8.5,2,0,2,0,0
8600-6103,283.5,284,0.5,2,0,2,0,0
8600-6104,335.5,314,21.5,2,0,2,0,0
8601-12702,112,116.5,4.5,2,0,2,0,0
8601-12705,52.5,50.5,2,2,0,2,0,0
8601-1902,202.5,89,113.5,2,0,2,0,0
8601-6103,325.5,325.5,0,2,0,2,0,0
8601-6104,193,106,87,2,0,2,0,0
8602-12701,156.5,157.5,1,2,0,2,0,0
8602-12705,145,143,2,2,0,2,0,0
8602-3701,334,335,1,2,0,2,0,0
8602-6101,240.5,241,0.5,2,0,2,0,0
8602-6103,186.5,185,1.5,2,0,2,0,0
8602-9101,230,222.5,7.5,2,0,2,0,0
8603-12703,69,65.5,3.5,2,0,2,0,0
8603-12704,107.5,105.5,2,2,0,2,0,0
8603-6103,177,181,4,2,0,2,0,0
8603-6104,123.5,121,2.5,2,0,2,0,0
8603-9102,304.5,302,2.5,2,0,2,0,0
8604-12701,185,183.5,1.5,2,0,2,0,0
8604-12702,227.5,228,0.5,2,0,2,0,0
8604-12703,99,101.5,2.5,2,0,2,0,0
8604-12704,311.5,309.5,2,2,0,2,0,0
8604-6103,296.5,87.5,151,2,0,2,0,0
8604-9102,14.5,7.5,7,2,0,2,0,0
8606-12701,68,68.5,0.5,2,0,2,0,0
8606-12705,169.5,168,1.5,2,0,2,0,0
8606-3701,125,125.5,0.5,2,0,2,0,0
8606-3703,26.5,29.5,3,2,0,2,0,0
8606-6101,348,350.5,2.5,2,0,2,0,0
8611-12701,334.5,335,0.5,2,0,2,0,0
8611-12702,332.5,330.5,2,2,0,2,0,0
8611-12703,280.5,285,4.5,2,0,2,0,0
8611-12704,261,264,3,2,0,2,0,0
8611-3701,125,109,16,2,0,2,0,0
8611-3702,57.5,59.5,2,2,0,2,0,0
8611-3704,139.5,316,176.5,2,0,2,0,0
8611-6101,57.5,185.5,128,2,0,2,0,0
8611-6102,56.5,50,6.5,2,0,2,0,0
8611-6103,206,206,0,2,0,2,0,0
8611-9101,166.5,168.5,2,2,0,2,0,0
8611-9102,134,131.5,2.5,2,0,2,0,0
8612-12702,44.5,44.5,0,2,0,2,0,0
8612-12703,114,123,9,2,0,2,0,0
8612-12704,280,282,2,2,0,2,0,0
8612-1902,336.5,337,0.5,2,0,2,0,0
8612-3701,162,155,7,2,0,2,0,0
8612-6101,163.5,168.5,5,2,0,2,0,0
8612-6104,331,331,0,2,0,2,0,0
8613-12701,194,194,0,2,0,2,0,0
8613-12702,66,67,1,2,0,2,0,0
8613-1901,338.5,330.5,8,2,0,2,0,0
8613-6101,111.5,111,0.5,2,0,2,0,0
8613-6104,330,339,9,2,0,2,0,0
8613-9101,171,172.5,1.5,2,0,2,0,0
8614-12702,283,283,0,2,0,2,0,0
8614-12703,54.5,57,2.5,2,0,2,0,0
8614-12704,249.5,249,0.5,2,0,2,0,0
8614-1902,245,122.5,122.5,2,0,2,0,0
8614-3701,94,280.5,173.5,2,0,2,0,0
8614-3703,319.5,330,10.5,2,0,2,0,0
8614-6101,44,39,5,2,0,2,0,0
8614-6102,257.5,257,0.5,2,0,2,0,0
8614-6104,158,156,2,2,0,2,0,0
8614-9102,206.5,205.5,1,2,0,2,0,0
8615-12701,185.5,189.5,4,2,0,2,0,0
8615-12702,305.5,309.5,4,2,0,2,0,0
8615-1901,103,118,15,2,0,2,0,0
8615-3701,278.5,270,8.5,2,0,2,0,0
8615-3703,87,92,5,2,0,2,0,0
8615-6102,190,191.5,1.5,2,0,2,0,0
8615-6103,148,159.5,11.5,2,0,2,0,0
8615-6104,350,2.5,12.5,2,0,2,0,0
8615-9101,353.5,354.5,1,2,0,2,0,0
8615-9102,258.5,260.5,2,2,0,2,0,0
8616-12702,41,39.5,1.5,2,0,2,0,0
8616-12704,9,9,0,2,0,2,0,0
8616-1901,78,96,18,2,0,2,0,0
8616-1902,139.5,175,35.5,2,0,2,0,0
8616-3701,318.5,317.5,1,2,0,2,0,0
8616-3704,115.5,117,1.5,2,0,2,0,0
8616-6104,209,206,3,2,0,2,0,0
8616-9102,276,270.5,5.5,2,0,2,0,0
8618-12702,50.5,62,11.5,2,0,2,0,0
8618-6101,319,319,0,2,0,2,0,0
8618-6102,252,34,142,2,0,2,0,0
8618-6104,316,318.5,2.5,2,0,2,0,0
8618-9101,111.5,160.5,49,2,0,2,0,0
8618-9102,325.5,324.5,1,2,0,2,0,0
8619-12703,39.5,41.5,2,2,0,2,0,0
8619-1902,49.5,46.5,3,2,0,2,0,0
8619-3701,53.5,144.5,91,2,0,2,0,0
8619-3702,27,24.5,2.5,2,0,2,0,0
8619-3703,286,288,2,2,0,2,0,0
8619-6102,351.5,349.5,2,2,0,2,0,0
8619-9102,265,5,100,2,0,2,0,0
8623-12702,227.5,226.5,1,2,0,2,0,0
8623-12703,243.5,226,17.5,2,0,2,0,0
8623-3701,109,110.5,1.5,2,0,2,0,0
8623-3702,231,39.5,168.5,2,0,2,0,0
8623-3704,120.5,118.5,2,2,0,2,0,0
8623-6101,125.5,125.5,0,2,0,2,0,0
8624-12703,230.5,223.5,7,2,0,2,0,0
8624-12704,256.5,250,6.5,2,0,2,0,0
8624-3701,54,213,159,2,0,2,0,0
8624-3703,114,114,0,2,0,2,0,0
8624-6102,120.5,123,2.5,2,0,2,0,0
8624-6103,130,124,6,2,0,2,0,0
8624-9101,184,179.5,4.5,2,0,2,0,0
8624-9102,139.5,139,0.5,2,0,2,0,0
8625-12701,298.5,286.5,12,2,0,2,0,0
8625-12702,296,292,4,2,0,2,0,0
8625-12703,89.5,88.5,1,2,0,2,0,0
8625-6103,44,202,158,2,0,2,0,0
8625-6104,112,113.5,1.5,2,0,2,0,0
8625-9101,180.5,173,7.5,2,0,2,0,0
8625-9102,268,264,4,2,0,2,0,0
8626-12702,352.5,8.5,16,2,0,2,0,0
8626-12703,126,122.5,3.5,2,0,2,0,0
8626-1902,312.5,313,0.5,2,0,2,0,0
8626-3701,297.5,279.5,18,2,0,2,0,0
8626-3702,173,170.5,2.5,2,0,2,0,0
8626-3703,327.5,317,10.5,2,0,2,0,0
8626-3704,275.5,264,11.5,2,0,2,0,0
8626-6102,70,60,10,2,0,2,0,0
8626-6103,137,142.5,5.5,2,0,2,0,0
8626-6104,85.5,85,0.5,2,0,2,0,0
8626-9101,170,172,2,2,0,2,0,0
8651-12705,135.5,135.5,0,2,0,2,0,0
8651-1901,357.5,1.5,4,2,0,2,0,0
8651-1902,100,118.5,18.5,2,0,2,0,0
8651-3702,203.5,209,5.5,2,0,2,0,0
8651-6102,105.5,91,14.5,2,0,2,0,0
8651-6103,40.5,41.5,1,2,0,2,0,0
8651-6104,2,359,3,2,0,2,0,0
8651-9101,334.5,348,13.5,2,0,2,0,0
8655-12702,24,21,3,2,0,2,0,0
8655-12704,44.5,42,2.5,2,0,2,0,0
8655-1901,272,275,3,2,0,2,0,0
8655-1902,335,127,152,2,0,2,0,0
8655-3701,150,147,3,2,0,2,0,0
8655-3704,280.5,280.5,0,2,0,2,0,0
8655-9102,160,171.5,11.5,2,0,2,0,0
8656-12702,43,41,2,2,0,2,0,0
8656-12705,154.5,150,4.5,2,0,2,0,0
8656-1901,15.5,18,2.5,2,0,2,0,0
8656-1902,314.5,316,1.5,2,0,2,0,0
8656-3702,1.5,358.5,3,2,0,2,0,0
8656-6101,34.5,208.5,174,2,0,2,0,0
8656-6103,18.5,15.5,3,2,0,2,0,0
8656-6104,170.5,180,9.5,2,0,2,0,0
8656-9101,6.5,8.5,2,2,0,2,0,0
8657-12701,211,215,4,2,0,2,0,0
8657-12702,13.5,9,4.5,2,0,2,0,0
8657-12703,330.5,331,0.5,2,0,2,0,0
8657-6101,115.5,114.5,1,2,0,2,0,0
8657-6102,6.5,12,5.5,2,0,2,0,0
8657-6104,39,25,14,2,0,2,0,0
8657-9102,242.5,237.5,5,2,0,2,0,0
8711-1902,334,149.5,175.5,2,0,2,0,0
8711-6102,199.5,201.5,2,2,0,2,0,0
